date,city,salesperson,customername,carmake,carmodel,caryear,saleprice,commissionrate,commisionearned
3/18/2022,Tulsa,Victoria Brooks,Therese Maruska,Mazda,Miata MX-5,2010,12350,0.149122,1841.6567
7/28/2019,Minneapolis,Caleb Martin,Barb Ayce,Mitsubishi,Mirage,1987,47382,0.144292,6836.843544
9/22/2022,Chicago,Lily Barnes,Reyna Kuhne,Chevrolet,Camaro,2001,47831,0.087422,4181.481682
1/14/2024,San Francisco,Layla Gonzalez,Alvira Quinsee,Cadillac,Escalade ESV,2008,27988,0.065505,1833.35394
8/31/2024,Houston,Zoey Young,Clair Glowach,Kia,Rio,2001,20222,0.124287,2513.331714
8/20/2024,New York,Gabriel Cooper,Lydon Elgy,Mitsubishi,GTO,1991,36237,0.144806,5247.335022
5/14/2020,El Paso,Emma Brown,Annelise Fraczek,Ford,Torino,1970,48212,0.121655,5865.23086
10/21/2023,Fresno,Isaac Kelly,Analise Trevarthen,Chevrolet,Suburban 1500,2009,35174,0.097395,3425.77173
10/22/2021,Denver,Caleb Perez,Carla Ortes,Ford,E350,2006,36927,0.124652,4603.024404
12/7/2019,San Diego,Evelyn Bailey,Tremaine Oxlade,Audi,200,1989,28137,0.068943,1939.849191
10/22/2023,Detroit,Stella Jenkins,Johnnie de Mendoza,Mitsubishi,Pajero,2002,43541,0.113391,4937.157531
5/14/2021,Columbus,Nora Flores,Alwyn Fallis,Mazda,RX-7,1983,44524,0.11633,5179.47692
6/15/2022,Louisville,Isaac Kelly,Selle Powderham,Lexus,LS,1991,49321,0.086854,4283.726134
2/8/2021,Raleigh,Aria Torres,Kurtis McWhinnie,Chrysler,Concorde,2002,45527,0.131861,6003.235747
4/7/2022,Virginia Beach,Layla Thomas,Carie Urlich,Ford,Explorer,1993,12531,0.095736,1199.667816
4/13/2019,Las Vegas,Ellie Torres,Marita Whillock,Audi,Quattro,1992,10018,0.102153,1023.368754
10/20/2019,Los Angeles,Amelia Cooper,Cesare Petrus,Dodge,Neon,1996,14166,0.091181,1291.670046
6/27/2019,El Paso,Elijah Clark,Roderic Sygrove,Ford,Bronco II,1988,19876,0.117938,2344.135688
7/25/2022,Las Vegas,Aria Torres,Guinevere McCoish,Jeep,Wrangler,2006,44487,0.095379,4243.125573
5/4/2020,Charlotte,Ellie Gonzalez,Karolina Paulillo,BMW,3 Series,2008,29269,0.104595,3061.391055
10/23/2019,Charlotte,Benjamin Smith,Denise Plank,Dodge,Caravan,1999,30389,0.050562,1536.528618
9/16/2020,Memphis,Ellie Torres,Tandy Piken,Toyota,Corolla,2009,25670,0.080929,2077.44743
10/14/2021,Arlington,Alexander Kelly,Liuka Poolton,GMC,Yukon Denali,2006,10453,0.061243,640.173079
11/2/2023,Los Angeles,Elijah Allen,Reta Pourveer,Mazda,MX-5,1997,18224,0.086521,1576.758704
12/10/2021,Detroit,Benjamin Thompson,Currey Galiford,Saab,9-5,2007,40794,0.054118,2207.689692
8/25/2021,Colorado Springs,Daniel Jackson,Llewellyn Sephton,Pontiac,Grand Prix,1972,13380,0.120809,1616.42442
9/29/2019,Fresno,Thomas Diaz,Boris Copelli,Hummer,H2,2007,11372,0.052971,602.386212
12/14/2018,Oakland,Natalie Cox,Luke Bedin,Buick,Roadmaster,1996,24145,0.08577,2070.91665
3/24/2020,Mesa,Matthew Clark,Lacy Haughey,Dodge,Stratus,1999,49740,0.102096,5078.25504
6/7/2021,San Antonio,David Wright,Gerrie Dunbavin,Toyota,T100 Xtra,1995,36141,0.118245,4273.492545
1/23/2020,Albuquerque,Caleb Brown,Gard Sein,Audi,100,1994,23126,0.103677,2397.634302
12/8/2019,Fresno,Lily Bailey,Gasper Howick,Mitsubishi,Starion,1984,26398,0.081931,2162.814538
11/8/2023,Miami,Ella Sanchez,Eydie Dreghorn,Mercury,Lynx,1987,38392,0.143219,5498.463848
4/1/2023,Houston,Jacob Nelson,Jocelyn Sumpner,Spyker,C8,2006,10391,0.101756,1057.346596
8/18/2024,San Jose,Emma Harris,Tab Sammut,Chevrolet,Uplander,2005,15289,0.095943,1466.872527
8/6/2021,Portland,Natalie Cox,Fay Harbertson,BMW,3 Series,2003,32036,0.141594,4536.105384
1/7/2025,Tucson,Evelyn Rodriguez,Shaine Cadogan,Dodge,Durango,1999,31288,0.073709,2306.207192
3/11/2022,Boston,Henry Lee,Ilyssa Trayton,Mercedes-Benz,G-Class,2003,46921,0.133495,6263.718895
12/11/2020,San Jose,Chloe Hall,Bert Hayers,Chevrolet,Suburban 2500,1993,38859,0.121167,4708.428453
11/30/2022,Austin,Jackson Martinez,Harry Ladyman,Ford,Festiva,1991,30652,0.091031,2790.282212
6/25/2021,Tampa,David Wright,Elayne Smy,Toyota,Camry Hybrid,2009,19910,0.074028,1473.89748
2/5/2022,El Paso,Joseph Campbell,Nicolea Fryd,Mercedes-Benz,GLK-Class,2012,37278,0.134325,5007.36735
10/8/2019,San Antonio,Hannah Anderson,Vi Gully,GMC,Suburban 1500,1992,28623,0.108433,3103.677759
12/29/2022,Omaha,Emma Harris,Debee Orro,Chevrolet,Classic,2004,38635,0.084122,3250.05347
12/10/2022,Kansas City,Carter Rivera,Rebeka Escudier,Ford,Focus,2006,49619,0.107333,5325.756127
1/9/2021,Detroit,Benjamin Torres,Benedick Mapston,Chrysler,Town & Country,1993,37677,0.108791,4098.918507
1/17/2020,Columbus,David Wright,Quillan O'Roan,Land Rover,Range Rover,2003,34183,0.138542,4735.781186
7/19/2022,Houston,Benjamin Adams,Way Keston,Buick,Roadmaster,1994,20422,0.13888,2836.20736
2/8/2025,Houston,Zoey Young,Pris Ierland,Buick,Regal,2012,18238,0.08316,1516.67208
1/31/2025,El Paso,Sebastian Flores,Maegan Lummis,Land Rover,Defender 90,1994,48054,0.089065,4279.92951
2/9/2022,El Paso,Victoria Brooks,Inga Humble,Mazda,MX-3,1992,29347,0.119843,3517.032521
10/17/2022,New Orleans,Ellie Reed,Viola McElhargy,Lincoln,MKZ,2007,11999,0.070475,845.629525
7/30/2019,Nashville,Emma Jones,Sheffie Zorer,Jeep,Wrangler,1994,16867,0.065856,1110.793152
9/14/2019,Austin,Caleb Long,Fraser McClory,Chevrolet,G-Series G20,1995,13701,0.082828,1134.826428
3/22/2023,Colorado Springs,Isabella Wright,Marie-jeanne Edes,Mercedes-Benz,300D,1993,39406,0.114285,4503.51471
12/20/2022,Louisville,Layla Gonzalez,Dinnie Caines,Pontiac,Grand Prix,1994,17038,0.106093,1807.612534
6/30/2023,Arlington,David Wright,Konstance Cowell,GMC,1500 Club Coupe,1993,27929,0.121405,3390.720245
4/12/2023,Mesa,Charlotte Thomas,Lauretta Hullett,Pontiac,Montana SV6,2006,16306,0.117765,1920.27609
10/13/2024,San Jose,Michael Richardson,Arlyne MacAughtrie,Chrysler,Sebring,2008,30563,0.146088,4464.887544
10/25/2018,Austin,Elijah Allen,Abagael Stoll,Mercury,Lynx,1984,31199,0.061943,1932.559657
10/24/2022,Washington,William Hernandez,Cooper Trinbey,Acura,RL,2005,41971,0.121121,5083.569491
5/1/2018,San Antonio,Aurora Young,Merla Trewman,Mitsubishi,Chariot,1988,32148,0.099757,3206.988036
12/26/2021,Colorado Springs,Scarlett Ramirez,Kerby Beneix,Lexus,HS,2012,42603,0.113264,4825.386192
10/9/2018,New Orleans,Layla Ramirez,Hoebart Stanborough,Lincoln,Continental,1990,42734,0.082493,3525.255862
6/29/2023,Tulsa,Alexander Nguyen,Adela Labdon,Toyota,Solara,2003,31825,0.078604,2501.5723
1/26/2024,New Orleans,Carter Rivera,West Gissop,Hyundai,XG350,2005,29789,0.112244,3343.636516
9/8/2020,Omaha,Gabriel Wilson,Fern Soloway,Hyundai,Elantra,1994,38247,0.116004,4436.804988
1/14/2024,Seattle,Aurora Cooper,Lissy M'Barron,Suzuki,Grand Vitara,2012,44728,0.054354,2431.145712
11/10/2021,Nashville,Grace Anderson,Hattie Karus,Mercury,Marauder,2004,46522,0.069282,3223.137204
7/21/2019,Oklahoma City,Jacob Lee,Arabele Frizzell,Acura,NSX,2000,35928,0.059621,2142.063288
4/21/2024,San Francisco,Thomas Bailey,Gerhardt Dory,Chevrolet,TrailBlazer,2009,36501,0.144563,5276.694063
10/7/2023,Memphis,Aurora Reed,Meggie Terrans,Bentley,Continental Flying Spur,2006,18637,0.081111,1511.665707
7/8/2020,Portland,Brooklyn Patterson,Skip Maso,Saturn,L-Series,2005,32117,0.12383,3977.04811
8/22/2019,Arlington,Ellie Torres,Maribel Deighton,Chevrolet,HHR,2010,48555,0.110533,5366.929815
3/27/2020,Memphis,Olivia Johnson,Wynn Rodnight,Isuzu,Amigo,1999,37972,0.112537,4273.254964
10/8/2018,Dallas,Layla Ramirez,Yance Sauter,Porsche,Boxster,2007,22925,0.053543,1227.473275
8/24/2018,Fort Worth,Michael Richardson,Adelice Witnall,BMW,Z3,2000,20409,0.076681,1564.982529
2/12/2021,Phoenix,Harper Martin,Jarvis Shilston,Chrysler,LeBaron,1994,42920,0.120974,5192.20408
1/7/2019,Baltimore,Levi Richardson,Hasty Yepiskopov,GMC,Vandura 2500,1994,19625,0.142949,2805.374125
6/30/2019,Minneapolis,Lily Martin,Edee Toupe,BMW,3 Series,2010,46901,0.096436,4522.944836
7/11/2018,Miami,Daniel Jackson,Collete Soldner,Suzuki,Grand Vitara,2002,28993,0.148736,4312.302848
12/12/2024,Tampa,Abigail Brown,Toni McSperrin,Pontiac,6000,1990,45753,0.094671,4331.482263
1/13/2024,Boston,Matthew Cooper,Gilles Vispo,Audi,A4,1999,48358,0.097414,4710.746212
12/2/2023,Los Angeles,Isaac Brooks,Miguelita Jiricka,Subaru,Outback,2004,35910,0.053789,1931.56299
10/6/2024,San Antonio,Joseph Campbell,Bernetta Richardet,GMC,Sierra 1500,2006,28353,0.100216,2841.424248
2/27/2023,Seattle,Benjamin Ramirez,Kimmi Fellibrand,Chevrolet,Silverado 1500,2007,30398,0.131521,3997.975358
6/27/2024,Oakland,Victoria Brooks,Gaylord Hallows,Chevrolet,Avalanche,2002,27314,0.133013,3633.117082
10/15/2020,Nashville,Samuel Adams,Morgen Holleran,Kia,Amanti,2007,35766,0.097543,3488.722938
8/9/2020,Washington,Abigail Thompson,Reg Tarpey,Ford,Escort,1984,39043,0.073871,2884.145453
5/2/2024,Milwaukee,Gabriel Rivera,Moss Bromidge,Mitsubishi,Outlander,2003,21510,0.124418,2676.23118
1/8/2022,Philadelphia,Stella Reed,Dorthy Gange,Oldsmobile,Silhouette,1997,24632,0.050016,1231.994112
2/28/2025,Omaha,Benjamin Thompson,Crissie Fishbourne,Chevrolet,S10,1998,46458,0.09782,4544.52156
1/29/2020,Columbus,Layla Hill,Allegra Sunners,Buick,Skylark,1991,28444,0.107604,3060.688176
3/1/2023,Milwaukee,Gabriel Cooper,Legra McGlynn,Pontiac,G3,2009,37012,0.071202,2635.328424
6/20/2019,San Francisco,Thomas Ward,Dill Snalham,Mitsubishi,Galant,1993,37227,0.109855,4089.572085
1/31/2022,Baltimore,Sophia Rodriguez,Devonne Bannell,Lotus,Elan,1993,12209,0.078156,954.206604
2/24/2021,Virginia Beach,Anthony Campbell,Ken Croisdall,Honda,Accord,1991,33369,0.119126,3975.115494
4/1/2020,Charlotte,Zoey Young,Giralda Trumble,Chevrolet,Volt,2011,23621,0.096383,2276.662843
8/24/2019,Austin,Caleb Barnes,Jobi Kenset,Lamborghini,Gallardo,2009,43398,0.072498,3146.268204
12/29/2024,Los Angeles,Alexander Thompson,Wit Dimmack,Mitsubishi,Truck,1996,27777,0.063776,1771.505952
8/1/2018,Omaha,Caleb Martin,Garnette Guido,Ford,Escort,2000,34167,0.117039,3998.871513
4/30/2022,Jacksonville,Aurora Young,Alejandrina Roony,Lexus,GS,1997,13811,0.055077,760.668447
2/25/2022,Baltimore,Grace Anderson,Riva Roja,Subaru,Justy,1992,37161,0.067128,2494.543608
10/3/2021,New Orleans,Henry Sanchez,Ginny Spinelli,Mercedes-Benz,W201,1986,16643,0.085415,1421.561845
8/25/2024,Las Vegas,Matthew Clark,Adrian Cattermull,Chevrolet,Traverse,2010,26969,0.053735,1449.179215
7/21/2023,Tampa,Lily Bailey,Sunny Bramsen,Infiniti,FX,2008,36766,0.137759,5064.847394
5/26/2024,New Orleans,Lucy Brown,Neile Worters,Smart,Fortwo,2011,20342,0.099184,2017.600928
7/5/2023,Boston,Gabriel King,Paige Impleton,Mercedes-Benz,CLK-Class,1999,45961,0.1197,5501.5317
11/20/2018,San Francisco,David Brown,Dougy Volonte,Infiniti,G25,2012,32280,0.124543,4020.24804
9/18/2018,Phoenix,Anthony Ramirez,Stanley Willisch,GMC,Canyon,2006,49257,0.069695,3432.966615
7/11/2020,Miami,Zoey Young,Karon Bette,Ford,Excursion,2000,32211,0.085721,2761.159131
4/23/2024,Atlanta,Mia Wilson,Noel Petteford,Volkswagen,Jetta,2007,12183,0.080772,984.045276
10/4/2018,Sacramento,Lucy Brown,Rasia Demicoli,Cadillac,CTS,2011,40528,0.06076,2462.48128
9/23/2019,Jacksonville,Zoey Torres,Wallace Chasen,Nissan,Maxima,2008,21944,0.122039,2678.023816
1/11/2021,Sacramento,Hannah Anderson,Shawnee Frankowski,Lotus,Exige,2006,37347,0.053388,1993.881636
9/10/2022,Colorado Springs,Elijah Scott,Horatia Charity,Lincoln,MKS,2013,45604,0.06274,2861.19496
1/15/2022,Baltimore,Nora Ward,Karlik Durrington,Cadillac,XLR-V,2006,16033,0.149237,2392.716821
2/21/2023,Raleigh,Layla Hill,Lynnelle Hedworth,Mitsubishi,Pajero,1996,40562,0.083362,3381.329444
12/19/2020,El Paso,David Perez,Brigg Doble,Lamborghini,Gallardo,2008,18362,0.140917,2587.517954
9/4/2018,Phoenix,Caleb Long,Dodie Habbin,Volkswagen,Golf,1987,10220,0.124961,1277.10142
3/16/2021,Los Angeles,John Ward,Derek Domingues,GMC,Savana,2010,30322,0.099821,3026.772362
8/4/2023,Phoenix,Thomas Bailey,Olympie Anstee,Ford,F150,1999,16562,0.058328,966.028336
2/25/2020,Sacramento,Lucy Hill,Amanda Baker,Mazda,RX-8,2006,41742,0.051643,2155.682106
2/8/2019,New York,Benjamin Young,Rogerio Garbutt,GMC,Canyon,2005,42571,0.130371,5550.023841
9/26/2023,Virginia Beach,Stella Campbell,Benedicto Ledington,Suzuki,Swift,2004,31664,0.126811,4015.343504
6/7/2020,Nashville,Layla Gonzalez,Viviana Dekeyser,Chevrolet,SSR,2006,11178,0.126787,1417.225086
2/6/2025,Houston,Lily Price,Stephie Grierson,Hillman,Minx Magnificent,1950,15142,0.122357,1852.729694
6/27/2019,Dallas,Aiden Young,Selinda Du Barry,MINI,Clubman,2008,47491,0.089395,4245.457945
5/22/2022,Tucson,Caleb Perez,Goldina Cartman,Dodge,Dakota,1998,42238,0.110151,4652.557938
9/10/2019,Tampa,Jackson Robinson,Kennith Geall,Dodge,Grand Caravan,2011,45704,0.07337,3353.30248
6/20/2023,Las Vegas,Samuel Adams,Alexine Davie,Rolls-Royce,Ghost,2011,18216,0.053312,971.131392
3/31/2025,San Francisco,Scarlett Nguyen,Millicent Culmer,Cadillac,DTS,2010,32073,0.124939,4007.168547
7/23/2019,San Antonio,Emma Brown,Denys Courcey,Hummer,H3T,2009,43993,0.115575,5084.490975
10/1/2019,Charlotte,Liam Gonzalez,Desiree Sendley,Hyundai,Sonata,2003,43474,0.088678,3855.187372
6/28/2018,Portland,Amelia Cooper,Baxie Storry,Chevrolet,Express 1500,2008,39988,0.101729,4067.939252
6/11/2024,New Orleans,Penelope White,Rudolf Menghi,Chevrolet,Astro,1995,34664,0.119187,4131.498168
10/11/2018,Philadelphia,Stella Campbell,Fin Hardi,Honda,Fit,2012,47450,0.1026,4868.37
2/14/2020,Las Vegas,Penelope Cox,Joshia Larn,Mercedes-Benz,300SL,1993,13372,0.129989,1738.212908
4/23/2018,Albuquerque,Sebastian Anderson,Katusha Greenham,Saturn,S-Series,1997,43734,0.119647,5232.641898
2/3/2020,Phoenix,Henry Lee,Roddie Pettegree,Dodge,Ram 2500,2003,12262,0.084599,1037.352938
3/5/2021,Memphis,Harper Sanchez,Stefa Haslock(e),Mazda,Miata MX-5,2003,29470,0.05388,1587.8436
7/1/2019,Tucson,Natalie Harris,Indira Gilardengo,Chevrolet,G-Series G30,1995,46969,0.125095,5875.587055
8/30/2024,Portland,Ellie Torres,Nalani Oddboy,Mazda,MX-6,1991,26910,0.053218,1432.09638
2/4/2023,New York,Gabriel King,Danila Fiddymont,Chevrolet,Suburban 1500,2011,48767,0.108731,5302.484677
12/13/2019,Austin,Gabriel Williams,Silvio Vynarde,Cadillac,Catera,2000,22154,0.143411,3177.127294
7/23/2021,Oakland,Noah Davis,Alaric Antoons,Toyota,Land Cruiser,2006,31493,0.072216,2274.298488
12/16/2022,Raleigh,Zoey Young,Janel Pregel,Chevrolet,SSR,2004,27775,0.063256,1756.9354
7/22/2022,Nashville,Gabriel Nelson,Tait Jeskins,Mitsubishi,Space,1984,48086,0.097371,4682.181906
9/21/2020,Sacramento,Gabriel King,Melva Breche,Mercedes-Benz,SL-Class,1993,48760,0.134603,6563.24228
10/29/2020,Chicago,Nora Ward,Caldwell Potte,Subaru,Tribeca,2007,15180,0.102514,1556.16252
12/31/2020,Albuquerque,Matthew Taylor,Devina Baswall,Ford,Freestar,2007,41076,0.140855,5785.75998
12/2/2023,Phoenix,Elijah Martinez,Flo Kurten,Mitsubishi,Starion,1986,35618,0.073715,2625.58087
7/17/2018,Colorado Springs,Natalie Cox,Bernhard Rudsdell,Mazda,Miata MX-5,1997,39525,0.073096,2889.1194
12/22/2021,Tulsa,Stella Jenkins,Ariadne Rippin,Chevrolet,Cobalt,2007,37776,0.114595,4328.94072
11/9/2023,Indianapolis,Natalie Cox,Lizabeth Jellico,Chevrolet,Tahoe,2013,16815,0.121711,2046.570465
5/6/2019,Albuquerque,Matthew Cooper,Alphard Boscher,Mercedes-Benz,SL-Class,1986,47683,0.079478,3789.749474
5/25/2024,Chicago,Thomas Brooks,Rurik Brisley,Mazda,Tribute,2008,46517,0.084813,3945.246321
8/2/2019,El Paso,Julian Morgan,Marissa Quigg,Jeep,Wrangler,2003,25507,0.059767,1524.476869
7/4/2018,Arlington,Anthony Hill,Catlee Troppmann,Dodge,Journey,2011,22780,0.121842,2775.56076
3/11/2021,Fresno,Stella Campbell,Gay Brough,Dodge,Omni,1978,45420,0.085911,3902.07762
8/20/2020,Las Vegas,John Ward,Orelee Lewtey,Hyundai,Accent,2007,19082,0.08982,1713.94524
6/24/2022,Fort Worth,Caleb Brown,Laryssa Alesio,GMC,Sierra Hybrid,2006,39430,0.12711,5011.9473
11/18/2022,Raleigh,Lucy Hill,Goddart Hallsworth,Lotus,Esprit,1985,41995,0.066858,2807.70171
11/16/2019,Tucson,Benjamin Torres,Jehu Brixey,Suzuki,Grand Vitara,2002,27511,0.147155,4048.381205
7/13/2019,Omaha,Scarlett Nguyen,Thibaud Robertacci,Audi,riolet,1994,44749,0.146721,6565.618029
11/1/2020,Oakland,Jacob Lee,Norton Hedylstone,Audi,S8,2002,33505,0.069136,2316.40168
3/30/2020,San Jose,Emma Adams,Cornall Bunyard,Jeep,Wrangler,2003,23160,0.139697,3235.38252
12/4/2024,Indianapolis,Jackson Robinson,Tova Sartin,Mercury,Sable,1997,32222,0.104957,3381.924454
3/11/2024,Washington,Charlotte Thomas,Lorin Molen,Nissan,Maxima,1999,39841,0.096176,3831.748016
8/8/2022,Austin,Alexander Martin,Sidoney Poge,Oldsmobile,98,1992,12587,0.06167,776.24029
5/15/2020,Kansas City,Mia Wilson,Carly Feldstern,Plymouth,Voyager,1999,28324,0.146894,4160.625656
5/17/2022,Mesa,Layla Ramirez,Brenda Moreton,Volkswagen,Golf,2002,12661,0.065917,834.575137
2/7/2022,Albuquerque,Samuel Adams,Marin Rutherfoord,Ford,Transit Connect,2012,16849,0.094769,1596.762881
4/23/2024,San Diego,Alexander Thompson,Janith Pennington,Toyota,Celica,1996,14682,0.113978,1673.424996
11/22/2020,El Paso,Ellie Torres,Debby Meake,Plymouth,Voyager,1998,34320,0.071612,2457.72384
7/2/2018,Los Angeles,Isaac Kelly,Roley Bromhead,Mercedes-Benz,C-Class,2008,47156,0.116625,5499.5685
7/18/2023,Denver,Henry Lee,De Falvey,Chevrolet,1500,1996,45565,0.114975,5238.835875
1/5/2024,Milwaukee,Ellie Gonzalez,Gabie Ridulfo,Lexus,LX,2000,27203,0.086578,2355.181334
6/6/2024,Oakland,Brooklyn Patterson,Joaquin Whorlton,Mercedes-Benz,SL-Class,2006,48965,0.13149,6438.40785
8/18/2019,Fresno,Zoey Morgan,Kellie Kesterton,Kia,Optima,2011,36335,0.126964,4613.23694
5/11/2021,Fort Worth,Isabella Lopez,Shayne Pimlett,Dodge,Caravan,2006,28841,0.082713,2385.525633
12/2/2024,Tucson,Evelyn Bailey,Gay Oakland,Mercedes-Benz,SL-Class,1993,23874,0.079745,1903.83213
11/3/2019,Boston,Joseph Green,Herc Kaley,Dodge,Ram Van 1500,2003,15945,0.100709,1605.805005
4/5/2025,El Paso,Julian Cooper,Milicent Batting,Ford,LTD Crown Victoria,1990,36181,0.052783,1909.741723
5/10/2018,Milwaukee,Evelyn Perez,Shane Pee,BMW,8 Series,1996,27893,0.137479,3834.701747
6/1/2020,Portland,Amelia Moore,Clo Bifield,Dodge,Ram Van B250,1992,24763,0.134098,3320.668774
8/6/2020,Chicago,Victoria Brooks,Letta Livesley,Maybach,57,2010,16765,0.101338,1698.93157
6/17/2019,Philadelphia,Amelia Gonzalez,Carolin Barock,BMW,530,2004,10148,0.113395,1150.73246
5/8/2018,Memphis,Aurora Young,Sharai Phebee,Isuzu,Axiom,2004,48972,0.053833,2636.309676
12/14/2023,Memphis,Layla Patterson,Amitie McNea,Pontiac,Grand Prix,2000,16349,0.118638,1939.612662
1/8/2024,Los Angeles,Caleb Long,Sascha Dicky,Acura,CL,2001,40337,0.054482,2197.640434
8/7/2020,Omaha,Abigail Price,Elna Howselee,Toyota,Previa,1993,17546,0.051439,902.548694
12/8/2023,New York,Caleb Long,Hayyim Le Cornu,Chevrolet,Express 3500,2006,29305,0.074642,2187.38381
4/26/2022,Memphis,Layla Patterson,Lenee Lillecrop,Ford,Flex,2009,46389,0.103022,4779.087558
10/11/2023,Memphis,Sebastian King,Rebbecca Sulland,Mercedes-Benz,E-Class,2005,28104,0.133672,3756.717888
12/8/2018,Charlotte,Gabriel Wilson,Mordy Woolger,Chevrolet,Lumina,1997,39532,0.109913,4345.080716
11/19/2020,Charlotte,Isaac Kelly,Alvan Kegan,BMW,5 Series,1993,47651,0.103627,4937.930177
6/6/2019,Tulsa,Stella Reed,Damita Calafato,Cadillac,STS-V,2006,33212,0.098348,3266.333776
1/4/2024,Atlanta,Abigail Price,Emmaline Passe,GMC,Sonoma Club Coupe,1998,14620,0.132218,1933.02716
12/19/2022,Memphis,David Thompson,Arnold Schukert,Mazda,Mazdaspeed6,2006,24785,0.100974,2502.64059
1/26/2024,New Orleans,David Young,Stevana Schorah,Volvo,C70,2011,29328,0.125472,3679.842816
1/18/2024,Oklahoma City,Penelope White,Paulette Springall,GMC,2500 Club Coupe,1994,49981,0.058752,2936.483712
3/29/2025,Denver,David Williams,Gusta Janicki,Mercedes-Benz,S-Class,2008,37076,0.099158,3676.382008
12/1/2019,New Orleans,Elijah Clark,Rayner Napton,Honda,Civic GX,2003,24846,0.108092,2685.653832
3/17/2025,Miami,Lily Barnes,Wilhelmina Wield,Pontiac,Sunfire,1997,16202,0.069177,1120.805754
1/6/2020,San Francisco,Natalie Harris,Veriee Bedford,Dodge,Durango,2009,29195,0.128002,3737.01839
2/24/2019,Milwaukee,Daniel Sanchez,Priscella Judgkins,Volkswagen,Passat,1986,34576,0.050333,1740.313808
8/9/2021,Los Angeles,Jacob Barnes,Fredek Lamdin,Lotus,Elise,2005,35276,0.051095,1802.42722
6/29/2019,Long Beach,Samuel Nelson,Wallace Brumbie,Holden,VS Commodore,1996,15638,0.119974,1876.153412
7/15/2019,Fort Worth,Layla Ramirez,Constantia Albinson,Lexus,IS,2004,18159,0.1468,2665.7412
8/3/2018,Mesa,William Hernandez,Anna-diane Burrow,Jaguar,X-Type,2008,18304,0.12478,2283.97312
6/23/2022,Denver,Lily Allen,Solly Bettridge,GMC,Acadia,2008,21025,0.108903,2289.685575
7/16/2019,Atlanta,Samuel Adams,Graham Rawkesby,Ford,F-Series,2007,29354,0.082508,2421.939832
4/30/2019,Houston,Scarlett Nguyen,Ian Unitt,Mitsubishi,Eclipse,2010,11033,0.051455,567.703015
7/7/2022,Fort Worth,Lily Martin,Midge Grollmann,GMC,Yukon,1999,33075,0.134977,4464.364275
3/8/2020,Nashville,Layla Thomas,Darcie Polley,Mitsubishi,Pajero,2004,35506,0.080143,2845.557358
7/6/2019,Louisville,Hannah Hill,Germayne Behling,Ford,E250,2012,22260,0.12849,2860.1874
10/27/2021,Milwaukee,Gabriel Rivera,Frasier Walesa,Tesla,Roadster,2011,47247,0.112956,5336.832132
6/26/2020,Minneapolis,Henry Lee,Ferdinand Crudge,Honda,Passport,1998,17676,0.088287,1560.561012
4/18/2024,Louisville,Hannah Anderson,Packston Lammin,Nissan,Pathfinder,1998,38133,0.143858,5485.737114
6/23/2024,San Jose,Sebastian Flores,Dillon Fancett,Chevrolet,Silverado 2500,2001,12606,0.148635,1873.69281
7/6/2022,Philadelphia,Anthony Ramirez,Cirstoforo Rodson,Oldsmobile,Intrigue,1998,15782,0.115408,1821.369056
2/16/2024,Tampa,Grace Sanchez,Kristine Westbrook,Ford,Mustang,1989,31223,0.055707,1739.339661
8/28/2019,Fresno,Michael Brown,Lyell Asals,Chrysler,Town & Country,2001,23157,0.058997,1366.193529
12/17/2022,Philadelphia,Jacob Davis,Lilias Beckwith,Chrysler,Pacifica,2007,27032,0.123407,3335.938024
10/9/2023,Nashville,Layla Young,Panchito Volage,Lotus,Esprit,2003,11011,0.105981,1166.956791
2/17/2022,Albuquerque,Amelia Cooper,Marlena Durning,Mazda,Mazda6,2004,20837,0.139566,2908.136742
4/16/2025,Raleigh,Benjamin Thompson,Khalil Mathwen,GMC,Rally Wagon 2500,1994,12835,0.128477,1649.002295
10/4/2022,Sacramento,David Scott,Cash Sangra,Mazda,B2500,2001,15130,0.082806,1252.85478
10/25/2024,Virginia Beach,Abigail Jones,Janelle Rushmer,Chevrolet,Tahoe,2008,39732,0.064996,2582.421072
7/12/2023,Las Vegas,Liam Gonzalez,Sheffy Dudill,Isuzu,Trooper,1997,24295,0.080892,1965.27114
12/14/2023,Las Vegas,Michael Brown,Denys Regglar,Acura,RSX,2006,39901,0.067343,2687.053043
6/15/2020,Indianapolis,Penelope Anderson,Renaud Lorente,GMC,Safari,2001,40904,0.057984,2371.777536
8/24/2019,Tampa,Jacob Davis,Ulric Grishanin,Suzuki,Swift,2000,18836,0.063897,1203.563892
7/4/2024,Boston,Isabella Wright,Devlen Le Estut,Dodge,Neon,2001,21037,0.065081,1369.108997
1/13/2019,Detroit,Isabella Lopez,Boniface Odde,Ford,Thunderbird,1994,22422,0.080706,1809.589932
9/18/2021,Atlanta,Evelyn Bailey,Jacinthe Ketcher,Toyota,Tacoma,2011,29038,0.085754,2490.124652
10/8/2020,Kansas City,Grace Sanchez,Binnie Gawkes,Pontiac,GTO,1969,30359,0.129555,3933.160245
1/18/2019,Minneapolis,Evelyn Perez,Loralie Reinbech,Jeep,Wrangler,1998,40016,0.057575,2303.9212
12/5/2022,Colorado Springs,Caleb Long,Bone MacDonnell,Jeep,Commander,2010,12548,0.125502,1574.799096
1/24/2023,Oakland,Michael Richardson,Reynolds Brammer,Lotus,Elise,2006,41140,0.139146,5724.46644
